,mean_temperature,particle_size,ignition,density,wind_speed,CTANN,heater_lead_angle
215,262.0,0.3180612244897959,False,200,0.5,0,0
20861,468.5,0.3532448979591837,False,200,0.5,0,0
5971,319.5,0.2652857142857143,False,200,0.5,0,0
16170,421.5,0.27408163265306124,False,200,0.5,0,0
3223,292.0,0.2476938775510204,False,200,0.5,0,0
20069,460.5,0.2828775510204082,False,200,0.5,0,0
17929,439.0,0.1949183673469388,False,200,0.5,0,0
20114,461.0,0.32685714285714285,False,200,0.5,0,0
20304,463.0,0.41481632653061223,False,200,0.5,0,0
29835,558.0,0.14214285714285713,False,200,0.5,0,0
26386,523.5,0.13334693877551018,False,200,0.5,0,0
23956,499.5,0.3972244897959184,False,200,0.5,0,0
261,262.5,0.3532448979591837,False,200,0.5,0,0
13824,398.0,0.23889795918367346,False,200,0.5,0,0
6488,324.5,0.11575510204081635,False,200,0.5,0,0
14862,408.5,0.34444897959183673,False,200,0.5,0,0
9085,350.5,0.14214285714285713,False,200,0.5,0,0
6934,329.0,0.15093877551020407,False,200,0.5,0,0
7334,333.0,0.15093877551020407,False,200,0.5,0,0
28701,547.0,0.44120408163265307,False,200,0.5,0,0
20425,464.0,0.23010204081632654,False,200,0.5,0,0
12324,383.0,0.23889795918367346,False,200,0.5,0,0
27628,536.0,0.2037142857142857,False,200,0.5,0,0
3558,295.5,0.3796326530612245,False,200,0.5,0,0
21655,476.5,0.40602040816326535,False,200,0.5,0,0
26684,526.5,0.15093877551020407,False,200,0.5,0,0
17382,433.5,0.16853061224489796,False,200,0.5,0,0
15532,415.0,0.16853061224489796,False,200,0.5,0,0
22266,482.5,0.30926530612244896,False,200,0.5,0,0
12026,380.0,0.2213061224489796,False,200,0.5,0,0
2520,285.0,0.27408163265306124,False,200,0.5,0,0
1656,276.5,0.3972244897959184,False,200,0.5,0,0
26524,525.0,0.23889795918367346,False,200,0.5,0,0
20936,469.0,0.13334693877551018,False,200,0.5,0,0
11538,375.0,0.11575510204081635,False,200,0.5,0,0
27723,537.0,0.2476938775510204,False,200,0.5,0,0
21665,476.5,0.3180612244897959,False,200,0.5,0,0
25603,516.0,0.4236122448979592,False,200,0.5,0,0
9496,354.5,0.045387755102040794,False,200,0.5,0,0
26127,521.0,0.21251020408163265,False,200,0.5,0,0
5142,311.0,0.08057142857142857,False,200,0.5,0,0
6124,321.0,0.23889795918367346,False,200,0.5,0,0
22304,483.0,0.41481632653061223,False,200,0.5,0,0
18409,444.0,0.37083673469387757,False,200,0.5,0,0
14361,403.5,0.3532448979591837,False,200,0.5,0,0
17335,433.0,0.14214285714285713,False,200,0.5,0,0
10825,368.0,0.23010204081632654,False,200,0.5,0,0
26730,527.0,0.18612244897959185,False,200,0.5,0,0
4121,301.0,0.2652857142857143,False,200,0.5,0,0
18821,448.0,0.2652857142857143,False,200,0.5,0,0
1069,270.5,0.2828775510204082,False,200,0.5,0,0
18819,448.0,0.2828775510204082,False,200,0.5,0,0
22976,489.5,0.2213061224489796,False,200,0.5,0,0
17422,434.0,0.25648979591836735,False,200,0.5,0,0
9569,355.5,0.2828775510204082,False,200,0.5,0,0
19704,457.0,0.41481632653061223,False,200,0.5,0,0
21705,477.0,0.40602040816326535,False,200,0.5,0,0
14835,408.0,0.14214285714285713,False,200,0.5,0,0
11501,375.0,0.44120408163265307,False,200,0.5,0,0
9551,355.5,0.44120408163265307,False,200,0.5,0,0
20339,463.0,0.1069591836734694,False,200,0.5,0,0
13309,393.0,0.37083673469387757,False,200,0.5,0,0
4615,306.0,0.3180612244897959,False,200,0.5,0,0
16912,429.0,0.34444897959183673,False,200,0.5,0,0
22853,488.5,0.4236122448979592,False,200,0.5,0,0
8084,340.5,0.15093877551020407,False,200,0.5,0,0
12776,387.5,0.2213061224489796,False,200,0.5,0,0
12478,384.5,0.2037142857142857,False,200,0.5,0,0
5910,319.0,0.3620408163265306,False,200,0.5,0,0
27981,539.5,0.1773265306122449,False,200,0.5,0,0
3448,294.0,0.027795918367346906,False,200,0.5,0,0
27919,539.0,0.2828775510204082,False,200,0.5,0,0
10782,367.5,0.16853061224489796,False,200,0.5,0,0
28964,549.5,0.32685714285714285,False,200,0.5,0,0
20355,463.5,0.40602040816326535,False,200,0.5,0,0
9732,357.0,0.16853061224489796,False,200,0.5,0,0
3876,298.5,0.2213061224489796,False,200,0.5,0,0
24026,500.0,0.2213061224489796,False,200,0.5,0,0
18903,449.0,0.4236122448979592,False,200,0.5,0,0
3141,291.0,0.08936734693877552,False,200,0.5,0,0
20054,460.5,0.41481632653061223,False,200,0.5,0,0
11025,370.0,0.23010204081632654,False,200,0.5,0,0
12656,386.5,0.3972244897959184,False,200,0.5,0,0
3701,297.0,0.44120408163265307,False,200,0.5,0,0
22502,485.0,0.4324081632653061,False,200,0.5,0,0
2512,285.0,0.34444897959183673,False,200,0.5,0,0
3481,294.5,0.1773265306122449,False,200,0.5,0,0
14928,409.0,0.2037142857142857,False,200,0.5,0,0
11972,379.5,0.25648979591836735,False,200,0.5,0,0
3887,298.5,0.12455102040816324,False,200,0.5,0,0
27352,533.5,0.4324081632653061,False,200,0.5,0,0
18885,448.5,0.14214285714285713,False,200,0.5,0,0
22563,485.5,0.3356530612244898,False,200,0.5,0,0
186,261.5,0.13334693877551018,False,200,0.5,0,0
29919,559.0,0.2828775510204082,False,200,0.5,0,0
14293,402.5,0.07177551020408163,False,200,0.5,0,0
18575,445.5,0.23010204081632654,False,200,0.5,0,0
26180,521.5,0.18612244897959185,False,200,0.5,0,0
17527,435.0,0.21251020408163265,False,200,0.5,0,0
12762,387.5,0.34444897959183673,False,200,0.5,0,0
22869,488.5,0.2828775510204082,False,200,0.5,0,0
16216,422.0,0.30926530612244896,False,200,0.5,0,0
21882,478.5,0.16853061224489796,False,200,0.5,0,0
17269,432.5,0.2828775510204082,False,200,0.5,0,0
8589,345.5,0.1069591836734694,False,200,0.5,0,0
4769,307.5,0.2828775510204082,False,200,0.5,0,0
26669,526.5,0.2828775510204082,False,200,0.5,0,0
19972,459.5,0.25648979591836735,False,200,0.5,0,0
20731,467.0,0.1773265306122449,False,200,0.5,0,0
16350,423.5,0.45,False,200,0.5,0,0
18009,440.0,0.37083673469387757,False,200,0.5,0,0
8129,341.0,0.1949183673469388,False,200,0.5,0,0
25568,515.5,0.29167346938775507,False,200,0.5,0,0
9263,352.5,0.3356530612244898,False,200,0.5,0,0
24241,502.0,0.08936734693877552,False,200,0.5,0,0
9992,359.5,0.08057142857142857,False,200,0.5,0,0
25879,518.5,0.1949183673469388,False,200,0.5,0,0
15770,417.5,0.27408163265306124,False,200,0.5,0,0
9116,351.0,0.30926530612244896,False,200,0.5,0,0
7189,331.5,0.1069591836734694,False,200,0.5,0,0
14016,400.0,0.30926530612244896,False,200,0.5,0,0
22384,483.5,0.15093877551020407,False,200,0.5,0,0
19980,459.5,0.18612244897959185,False,200,0.5,0,0
10836,368.0,0.13334693877551018,False,200,0.5,0,0
14462,404.5,0.34444897959183673,False,200,0.5,0,0
5279,312.5,0.1949183673469388,False,200,0.5,0,0
8661,346.5,0.3532448979591837,False,200,0.5,0,0
26687,526.5,0.12455102040816324,False,200,0.5,0,0
20883,468.5,0.15973469387755102,False,200,0.5,0,0
7214,332.0,0.32685714285714285,False,200,0.5,0,0
22854,488.5,0.41481632653061223,False,200,0.5,0,0
27433,534.0,0.15973469387755102,False,200,0.5,0,0
26330,523.0,0.18612244897959185,False,200,0.5,0,0
3232,292.0,0.16853061224489796,False,200,0.5,0,0
14394,403.5,0.06297959183673468,False,200,0.5,0,0
14984,409.5,0.15093877551020407,False,200,0.5,0,0
7706,337.0,0.3972244897959184,False,200,0.5,0,0
16020,420.0,0.27408163265306124,False,200,0.5,0,0
28204,542.0,0.41481632653061223,False,200,0.5,0,0
21159,471.5,0.37083673469387757,False,200,0.5,0,0
23229,492.0,0.1949183673469388,False,200,0.5,0,0
16529,425.0,0.1949183673469388,False,200,0.5,0,0
1688,276.5,0.11575510204081635,False,200,0.5,0,0
23934,499.0,0.15093877551020407,False,200,0.5,0,0
22311,483.0,0.3532448979591837,False,200,0.5,0,0
13502,395.0,0.4324081632653061,False,200,0.5,0,0
11231,372.0,0.1773265306122449,False,200,0.5,0,0
20312,463.0,0.34444897959183673,False,200,0.5,0,0
9437,354.0,0.12455102040816324,False,200,0.5,0,0
14619,406.0,0.2828775510204082,False,200,0.5,0,0
16609,426.0,0.37083673469387757,False,200,0.5,0,0
21816,478.0,0.30926530612244896,False,200,0.5,0,0
15762,417.5,0.34444897959183673,False,200,0.5,0,0
16200,422.0,0.45,False,200,0.5,0,0
3627,296.0,0.21251020408163265,False,200,0.5,0,0
5675,316.5,0.23010204081632654,False,200,0.5,0,0
537,265.0,0.12455102040816324,False,200,0.5,0,0
3492,294.5,0.08057142857142857,False,200,0.5,0,0
23357,493.5,0.38842857142857146,False,200,0.5,0,0
9768,357.5,0.29167346938775507,False,200,0.5,0,0
14290,402.5,0.09816326530612246,False,200,0.5,0,0
16693,426.5,0.07177551020408163,False,200,0.5,0,0
24667,506.5,0.300469387755102,False,200,0.5,0,0
11962,379.5,0.34444897959183673,False,200,0.5,0,0
17834,438.0,0.15093877551020407,False,200,0.5,0,0
16387,423.5,0.12455102040816324,False,200,0.5,0,0
25875,518.5,0.23010204081632654,False,200,0.5,0,0
24904,509.0,0.41481632653061223,False,200,0.5,0,0
28671,546.5,0.2652857142857143,False,200,0.5,0,0
19140,451.0,0.09816326530612246,False,200,0.5,0,0
19587,455.5,0.12455102040816324,False,200,0.5,0,0
28103,541.0,0.4236122448979592,False,200,0.5,0,0
26303,523.0,0.4236122448979592,False,200,0.5,0,0
18524,445.0,0.23889795918367346,False,200,0.5,0,0
23526,495.0,0.2213061224489796,False,200,0.5,0,0
19093,450.5,0.07177551020408163,False,200,0.5,0,0
13015,390.0,0.3180612244897959,False,200,0.5,0,0
12053,380.5,0.4236122448979592,False,200,0.5,0,0
12558,385.5,0.3796326530612245,False,200,0.5,0,0
6870,328.5,0.27408163265306124,False,200,0.5,0,0
10507,365.0,0.38842857142857146,False,200,0.5,0,0
26629,526.0,0.1949183673469388,False,200,0.5,0,0
9036,350.0,0.13334693877551018,False,200,0.5,0,0
16055,420.5,0.40602040816326535,False,200,0.5,0,0
15909,419.0,0.37083673469387757,False,200,0.5,0,0
28813,548.0,0.3356530612244898,False,200,0.5,0,0
23757,497.5,0.38842857142857146,False,200,0.5,0,0
23587,495.5,0.12455102040816324,False,200,0.5,0,0
20107,461.0,0.38842857142857146,False,200,0.5,0,0
27265,532.5,0.3180612244897959,False,200,0.5,0,0
18101,441.0,0.44120408163265307,False,200,0.5,0,0
7684,336.5,0.15093877551020407,False,200,0.5,0,0
13061,390.5,0.3532448979591837,False,200,0.5,0,0
5611,316.0,0.3532448979591837,False,200,0.5,0,0
1876,278.5,0.2213061224489796,False,200,0.5,0,0
22012,480.0,0.34444897959183673,False,200,0.5,0,0
322,263.0,0.25648979591836735,False,200,0.5,0,0
864,268.5,0.32685714285714285,False,200,0.5,0,0
21456,474.5,0.3972244897959184,False,200,0.5,0,0
26182,521.5,0.16853061224489796,False,200,0.5,0,0
244,262.0,0.06297959183673468,False,200,0.5,0,0
869,268.5,0.2828775510204082,False,200,0.5,0,0
20364,463.5,0.32685714285714285,False,200,0.5,0,0
300,263.0,0.45,False,200,0.5,0,0
19940,459.0,0.09816326530612246,False,200,0.5,0,0
27475,534.5,0.23010204081632654,False,200,0.5,0,0
14419,404.0,0.2828775510204082,False,200,0.5,0,0
21865,478.5,0.3180612244897959,False,200,0.5,0,0
7470,334.5,0.27408163265306124,False,200,0.5,0,0
22433,484.0,0.15973469387755102,False,200,0.5,0,0
22480,484.5,0.18612244897959185,False,200,0.5,0,0
18204,442.0,0.41481632653061223,False,200,0.5,0,0
28677,546.5,0.21251020408163265,False,200,0.5,0,0
23938,499.0,0.11575510204081635,False,200,0.5,0,0
4618,306.0,0.29167346938775507,False,200,0.5,0,0
1661,276.5,0.3532448979591837,False,200,0.5,0,0
4173,301.5,0.2476938775510204,False,200,0.5,0,0
6368,323.5,0.29167346938775507,False,200,0.5,0,0
23440,494.0,0.09816326530612246,False,200,0.5,0,0
29921,559.0,0.2652857142857143,False,200,0.5,0,0
17924,439.0,0.23889795918367346,False,200,0.5,0,0
3301,293.0,0.44120408163265307,False,200,0.5,0,0
8328,343.0,0.2037142857142857,False,200,0.5,0,0
27087,530.5,0.12455102040816324,False,200,0.5,0,0
25535,515.0,0.14214285714285713,False,200,0.5,0,0
12529,385.0,0.1949183673469388,False,200,0.5,0,0
16161,421.5,0.3532448979591837,False,200,0.5,0,0
3946,299.0,0.045387755102040794,False,200,0.5,0,0
20780,467.5,0.18612244897959185,False,200,0.5,0,0
6412,324.0,0.34444897959183673,False,200,0.5,0,0
15,260.0,0.3180612244897959,False,200,0.5,0,0
20686,466.5,0.13334693877551018,False,200,0.5,0,0
23187,491.5,0.12455102040816324,False,200,0.5,0,0
3728,297.0,0.2037142857142857,False,200,0.5,0,0
3139,291.0,0.1069591836734694,False,200,0.5,0,0
29156,551.5,0.3972244897959184,False,200,0.5,0,0
29955,559.5,0.40602040816326535,False,200,0.5,0,0
19360,453.5,0.3620408163265306,False,200,0.5,0,0
13704,397.0,0.41481632653061223,False,200,0.5,0,0
20160,461.5,0.3620408163265306,False,200,0.5,0,0
4995,309.5,0.05418367346938774,False,200,0.5,0,0
19426,454.0,0.2213061224489796,False,200,0.5,0,0
21872,478.5,0.25648979591836735,False,200,0.5,0,0
20700,467.0,0.45,False,200,0.5,0,0
8957,349.5,0.38842857142857146,False,200,0.5,0,0
7981,339.5,0.1773265306122449,False,200,0.5,0,0
26658,526.5,0.3796326530612245,False,200,0.5,0,0
13481,394.5,0.1773265306122449,False,200,0.5,0,0
11984,379.5,0.15093877551020407,False,200,0.5,0,0
21251,472.5,0.44120408163265307,False,200,0.5,0,0
29240,552.0,0.09816326530612246,False,200,0.5,0,0
18991,449.5,0.08936734693877552,False,200,0.5,0,0
9128,351.0,0.2037142857142857,False,200,0.5,0,0
20950,469.5,0.45,False,200,0.5,0,0
1790,277.5,0.09816326530612246,False,200,0.5,0,0
16430,424.0,0.18612244897959185,False,200,0.5,0,0
18859,448.5,0.37083673469387757,False,200,0.5,0,0
15463,414.5,0.3356530612244898,False,200,0.5,0,0
13611,396.0,0.3532448979591837,False,200,0.5,0,0
6771,327.5,0.2652857142857143,False,200,0.5,0,0
4282,302.5,0.16853061224489796,False,200,0.5,0,0
27787,537.5,0.12455102040816324,False,200,0.5,0,0
24680,506.5,0.18612244897959185,False,200,0.5,0,0
2748,287.0,0.027795918367346906,False,200,0.5,0,0
9734,357.0,0.15093877551020407,False,200,0.5,0,0
22,260.0,0.25648979591836735,False,200,0.5,0,0
13318,393.0,0.29167346938775507,False,200,0.5,0,0
15259,412.5,0.37083673469387757,False,200,0.5,0,0
14614,406.0,0.32685714285714285,False,200,0.5,0,0
13361,393.5,0.3532448979591837,False,200,0.5,0,0
4225,302.0,0.23010204081632654,False,200,0.5,0,0
26126,521.0,0.2213061224489796,False,200,0.5,0,0
16022,420.0,0.25648979591836735,False,200,0.5,0,0
19930,459.0,0.18612244897959185,False,200,0.5,0,0
24029,500.0,0.1949183673469388,False,200,0.5,0,0
12322,383.0,0.25648979591836735,False,200,0.5,0,0
17373,433.5,0.2476938775510204,False,200,0.5,0,0
4356,303.5,0.3972244897959184,False,200,0.5,0,0
13159,391.5,0.37083673469387757,False,200,0.5,0,0
6163,321.5,0.3356530612244898,False,200,0.5,0,0
1712,277.0,0.34444897959183673,False,200,0.5,0,0
22968,489.5,0.29167346938775507,False,200,0.5,0,0
22852,488.5,0.4324081632653061,False,200,0.5,0,0
17105,431.0,0.40602040816326535,False,200,0.5,0,0
22686,486.5,0.13334693877551018,False,200,0.5,0,0
29151,551.5,0.44120408163265307,False,200,0.5,0,0
24955,509.5,0.40602040816326535,False,200,0.5,0,0
10752,367.5,0.4324081632653061,False,200,0.5,0,0
7432,334.0,0.16853061224489796,False,200,0.5,0,0
19602,456.0,0.4324081632653061,False,200,0.5,0,0
25585,515.5,0.14214285714285713,False,200,0.5,0,0
7002,330.0,0.4324081632653061,False,200,0.5,0,0
1931,279.0,0.1773265306122449,False,200,0.5,0,0
2503,285.0,0.4236122448979592,False,200,0.5,0,0
16668,426.5,0.29167346938775507,False,200,0.5,0,0
22186,481.5,0.13334693877551018,False,200,0.5,0,0
1675,276.5,0.23010204081632654,False,200,0.5,0,0
20907,469.0,0.38842857142857146,False,200,0.5,0,0
28476,544.5,0.2213061224489796,False,200,0.5,0,0
17113,431.0,0.3356530612244898,False,200,0.5,0,0
23022,490.0,0.25648979591836735,False,200,0.5,0,0
14891,408.5,0.08936734693877552,False,200,0.5,0,0
10650,366.5,0.45,False,200,0.5,0,0
24270,502.5,0.27408163265306124,False,200,0.5,0,0
23268,492.5,0.29167346938775507,False,200,0.5,0,0
25941,519.0,0.08936734693877552,False,200,0.5,0,0
13571,395.5,0.2652857142857143,False,200,0.5,0,0
8482,344.5,0.16853061224489796,False,200,0.5,0,0
19981,459.5,0.1773265306122449,False,200,0.5,0,0
797,267.5,0.03659183673469385,False,200,0.5,0,0
5361,313.5,0.3532448979591837,False,200,0.5,0,0
28704,547.0,0.41481632653061223,False,200,0.5,0,0
11829,378.0,0.1949183673469388,False,200,0.5,0,0
1319,273.0,0.2828775510204082,False,200,0.5,0,0
13000,390.0,0.45,False,200,0.5,0,0
13814,398.0,0.32685714285714285,False,200,0.5,0,0
9858,358.5,0.3796326530612245,False,200,0.5,0,0
5007,310.0,0.38842857142857146,False,200,0.5,0,0
18010,440.0,0.3620408163265306,False,200,0.5,0,0
5180,311.5,0.18612244897959185,False,200,0.5,0,0
9813,358.0,0.3356530612244898,False,200,0.5,0,0
15284,412.5,0.15093877551020407,False,200,0.5,0,0
15825,418.0,0.23010204081632654,False,200,0.5,0,0
12635,386.0,0.14214285714285713,False,200,0.5,0,0
9626,356.0,0.2213061224489796,False,200,0.5,0,0
20437,464.0,0.12455102040816324,False,200,0.5,0,0
11011,370.0,0.3532448979591837,False,200,0.5,0,0
23285,492.5,0.14214285714285713,False,200,0.5,0,0
25971,519.5,0.2652857142857143,False,200,0.5,0,0
5269,312.5,0.2828775510204082,False,200,0.5,0,0
17532,435.0,0.16853061224489796,False,200,0.5,0,0
22708,487.0,0.3796326530612245,False,200,0.5,0,0
5774,317.5,0.23889795918367346,False,200,0.5,0,0
11881,378.5,0.1773265306122449,False,200,0.5,0,0
12490,384.5,0.09816326530612246,False,200,0.5,0,0
28584,545.5,0.15093877551020407,False,200,0.5,0,0
17277,432.5,0.21251020408163265,False,200,0.5,0,0
14527,405.0,0.21251020408163265,False,200,0.5,0,0
16265,422.5,0.3180612244897959,False,200,0.5,0,0
59,260.5,0.37083673469387757,False,200,0.5,0,0
3121,291.0,0.2652857142857143,False,200,0.5,0,0
27763,537.5,0.3356530612244898,False,200,0.5,0,0
15063,410.5,0.3356530612244898,False,200,0.5,0,0
4285,302.5,0.14214285714285713,False,200,0.5,0,0
8240,342.0,0.09816326530612246,False,200,0.5,0,0
535,265.0,0.14214285714285713,False,200,0.5,0,0
14517,405.0,0.300469387755102,False,200,0.5,0,0
28513,545.0,0.3356530612244898,False,200,0.5,0,0
2798,287.5,0.027795918367346906,False,200,0.5,0,0
16236,422.0,0.13334693877551018,False,200,0.5,0,0
18724,447.0,0.23889795918367346,False,200,0.5,0,0
22450,484.5,0.45,False,200,0.5,0,0
11511,375.0,0.3532448979591837,False,200,0.5,0,0
14929,409.0,0.1949183673469388,False,200,0.5,0,0
16175,421.5,0.23010204081632654,False,200,0.5,0,0
14325,403.0,0.23010204081632654,False,200,0.5,0,0
23913,499.0,0.3356530612244898,False,200,0.5,0,0
19790,457.5,0.09816326530612246,False,200,0.5,0,0
19464,454.5,0.32685714285714285,False,200,0.5,0,0
15166,411.5,0.30926530612244896,False,200,0.5,0,0
8291,342.5,0.08936734693877552,False,200,0.5,0,0
8564,345.5,0.32685714285714285,False,200,0.5,0,0
23411,494.0,0.3532448979591837,False,200,0.5,0,0
26763,527.5,0.3356530612244898,False,200,0.5,0,0
16169,421.5,0.2828775510204082,False,200,0.5,0,0
23232,492.0,0.16853061224489796,False,200,0.5,0,0
8681,346.5,0.1773265306122449,False,200,0.5,0,0
25454,514.5,0.41481632653061223,False,200,0.5,0,0
5770,317.5,0.27408163265306124,False,200,0.5,0,0
6364,323.5,0.32685714285714285,False,200,0.5,0,0
10335,363.0,0.14214285714285713,False,200,0.5,0,0
24882,508.5,0.16853061224489796,False,200,0.5,0,0
17222,432.0,0.25648979591836735,False,200,0.5,0,0
16318,423.0,0.29167346938775507,False,200,0.5,0,0
5838,318.0,0.11575510204081635,False,200,0.5,0,0
2582,285.5,0.16853061224489796,False,200,0.5,0,0
24873,508.5,0.2476938775510204,False,200,0.5,0,0
26108,521.0,0.3796326530612245,False,200,0.5,0,0
11788,377.5,0.11575510204081635,False,200,0.5,0,0
27457,534.5,0.38842857142857146,False,200,0.5,0,0
26183,521.5,0.15973469387755102,False,200,0.5,0,0
15610,416.0,0.3620408163265306,False,200,0.5,0,0
8254,342.5,0.41481632653061223,False,200,0.5,0,0
4003,300.0,0.4236122448979592,False,200,0.5,0,0
17076,430.5,0.2213061224489796,False,200,0.5,0,0
24273,502.5,0.2476938775510204,False,200,0.5,0,0
3923,299.0,0.2476938775510204,False,200,0.5,0,0
29364,553.5,0.32685714285714285,False,200,0.5,0,0
24560,505.5,0.3620408163265306,False,200,0.5,0,0
11589,375.5,0.1069591836734694,False,200,0.5,0,0
3829,298.0,0.1949183673469388,False,200,0.5,0,0
28621,546.0,0.2652857142857143,False,200,0.5,0,0
27632,536.0,0.16853061224489796,False,200,0.5,0,0
3526,295.0,0.2213061224489796,False,200,0.5,0,0
19931,459.0,0.1773265306122449,False,200,0.5,0,0
13189,391.5,0.1069591836734694,False,200,0.5,0,0
8116,341.0,0.30926530612244896,False,200,0.5,0,0
9359,353.5,0.37083673469387757,False,200,0.5,0,0
21821,478.0,0.2652857142857143,False,200,0.5,0,0
13287,392.5,0.12455102040816324,False,200,0.5,0,0
15865,418.5,0.3180612244897959,False,200,0.5,0,0
16973,429.5,0.2476938775510204,False,200,0.5,0,0
3191,291.5,0.08936734693877552,False,200,0.5,0,0
196,261.5,0.045387755102040794,False,200,0.5,0,0
9976,359.5,0.2213061224489796,False,200,0.5,0,0
28562,545.5,0.34444897959183673,False,200,0.5,0,0
10391,363.5,0.08936734693877552,False,200,0.5,0,0
6259,322.5,0.37083673469387757,False,200,0.5,0,0
11187,371.5,0.12455102040816324,False,200,0.5,0,0
28884,548.5,0.15093877551020407,False,200,0.5,0,0
17604,436.0,0.41481632653061223,False,200,0.5,0,0
29515,555.0,0.3180612244897959,False,200,0.5,0,0
9515,355.0,0.3180612244897959,False,200,0.5,0,0
12785,387.5,0.14214285714285713,False,200,0.5,0,0
11336,373.0,0.13334693877551018,False,200,0.5,0,0
17877,438.5,0.21251020408163265,False,200,0.5,0,0
22623,486.0,0.2476938775510204,False,200,0.5,0,0
19121,451.0,0.2652857142857143,False,200,0.5,0,0
28066,540.5,0.30926530612244896,False,200,0.5,0,0
28187,541.5,0.12455102040816324,False,200,0.5,0,0
6862,328.5,0.34444897959183673,False,200,0.5,0,0
17275,432.5,0.23010204081632654,False,200,0.5,0,0
2192,281.5,0.08057142857142857,False,200,0.5,0,0
19842,458.0,0.08057142857142857,False,200,0.5,0,0
29964,559.5,0.32685714285714285,False,200,0.5,0,0
19901,459.0,0.44120408163265307,False,200,0.5,0,0
23605,496.0,0.40602040816326535,False,200,0.5,0,0
14840,408.0,0.09816326530612246,False,200,0.5,0,0
22007,480.0,0.38842857142857146,False,200,0.5,0,0
6496,324.5,0.045387755102040794,False,200,0.5,0,0
21240,472.0,0.09816326530612246,False,200,0.5,0,0
23262,492.5,0.34444897959183673,False,200,0.5,0,0
15678,416.5,0.2037142857142857,False,200,0.5,0,0
26806,528.0,0.3972244897959184,False,200,0.5,0,0
13978,399.5,0.2037142857142857,False,200,0.5,0,0
25928,519.0,0.2037142857142857,False,200,0.5,0,0
2062,280.5,0.34444897959183673,False,200,0.5,0,0
13321,393.0,0.2652857142857143,False,200,0.5,0,0
10620,366.0,0.27408163265306124,False,200,0.5,0,0
21368,473.5,0.29167346938775507,False,200,0.5,0,0
12882,388.5,0.16853061224489796,False,200,0.5,0,0
17391,433.5,0.08936734693877552,False,200,0.5,0,0
1020,270.0,0.27408163265306124,False,200,0.5,0,0
21451,474.5,0.44120408163265307,False,200,0.5,0,0
